Title,Price,Link,Description,Main image
Estudio Vernís ENSALADERA - Deep wide platter,1.2,https://yonobi.com//collections/all-products/products/escudella-deep-platter,"Beautiful deep platter handmade by Estudio Vernís -  a ceramic workshop settled in the Mediterranean.This piece is part of Estudio Vernís tableware collection. A collection that was born from the need to elevate their hand-building techniques and take ash glaze formulation to a new horizon. They developed pieces to eat, drink, share, store, and generally savor everyday life. They appreciate that every single piece they make contains their very own fingerprints in it. By following their traces in each piece you may find some hints of the processes that built it. ""The pieces are shaped by the artist's hands, but they are finished by chance"". The wood kiln and the ash glaze make a huge difference in the final appearance of each piece, making them utterly unique.MATERIALStoneware Fired at 1300ºC with wood Ash glazes Food-safeDIMENSIONsapprox ø 38 cm x 5 cmPlease note each piece is unique.Share",//yonobi.com/cdn/shop/files/IMG_3607.jpg?v=1701690940
YONOBI classes - Aarhus One-day Class: Create your own mug - Aarhus,500,https://yonobi.com//collections/all-products/products/one-day-class-create-your-own-mug,"Location: YŌNOBI STUDIO, Graven 24b, 8000 Aarhus Duration: 3 hours per class Price: 500 DKK for 3 hours of instruction. Includes all materials (unlimited clay and decoration slip) and firing. Organic tea and coffee provided. Language: Danish, English Level: Beginner / all levelsDiscover the art of crafting your own unique and personalized mug in our one-day hand-building class.Join us for a day filled with creativity and inspiration as you learn the fundamental techniques of modeling and hand-building. Whether you envision a single-handle mug, a double-handled delight, or even one adorned with whimsical birds, the possibilities are endless.Under the guidance of our skilled instructor, you'll bring your vision to life, molding and shaping your mug to perfection. Want a mug that holds extra-large servings for those busy Monday mornings? Or a petite espresso cup for those moments of indulgence? The choice is yours, and our instructor will be there every step of the way to assist and inspire.Once your masterpiece is complete, explore our array of glazes to add the perfect finishing touch. With a variety of colors and textures to choose from, you'll create a mug that's as unique as you are.Join us for a day of hands-on creativity and leave with a mug that's truly your own.Share",//yonobi.com/cdn/shop/files/8ac58940-d2a1-46df-b62d-258a5d9acf4a-MacBook_20Air_20-_201_f8074a8f-6ce7-49fa-a702-77e24c38e3ff.png?v=1716508582
Kristine Vedel Adeltoft Moon Jar - Textured Uslev white,2.5,https://yonobi.com//collections/all-products/products/moon-jar-textured-uslev-white,"Beautiful vase - handmade by Danish artist Kristine Vedel Adeltoft. Kristine has a large and well-functioning studio at the farm, where she works full-time. Her focus is on hand-thrown stoneware and the development of glazes. She primarily makes tableware and other functional items. Kristine has, for example, delivered plates and bowls for Restaurant Noma, Cph. and Restaurant Ö, Nysted.Her work is about emotions and senses. She is inspired by nature around her, and she believes she can capture a tiny bit of that in the creating process, making it live on in her pieces to be sensed by the one holding it and using it.All ceramics and glazes are developed and made by Kristine herself.Measurementsh 22 x ø 15 cm Share",//yonobi.com/cdn/shop/files/IMG_3474.jpg?v=1701691306
Kristine Vedel Adeltoft Moon Jar - Uslev White,2,https://yonobi.com//collections/all-products/products/moon-jar-uslev-white,"Beautiful vase - handmade by Danish artist Kristine Vedel Adeltoft. Kristine has a large and well-functioning studio at the farm, where she works full-time. Her focus is on hand-thrown stoneware and the development of glazes. She primarily makes tableware and other functional items. Kristine has, for example, delivered plates and bowls for Restaurant Noma, Cph. and Restaurant Ö, Nysted.Her work is about emotions and senses. She is inspired by nature around her, and she believes she can capture a tiny bit of that in the creating process, making it live on in her pieces to be sensed by the one holding it and using it.All ceramics and glazes are developed and made by Kristine herself.Measurementsh 18 x ø 16 cm Share",//yonobi.com/cdn/shop/files/IMG_3477.jpg?v=1701564297
Kristine Vedel Adeltoft Moon Jar - Guldborg Grey/brown,2.5,https://yonobi.com//collections/all-products/products/moon-jar-guldborg-grey-brown,"Beautiful moon jar vase - handmade by Danish artist Kristine Vedel Adeltoft. Kristine has a large and well-functioning studio at the farm, where she works full-time. Her focus is on hand-thrown stoneware and the development of glazes. She primarily makes tableware and other functional items. Kristine has, for example, delivered plates and bowls for Restaurant Noma, Cph. and Restaurant Ö, Nysted.Her work is about emotions and senses. She is inspired by nature around her, and she believes she can capture a tiny bit of that in the creating process, making it live on in her pieces to be sensed by the one holding it and using it.All ceramics and glazes are developed and made by Kristine herself.Measurementsh 22 x ø 20 cmShare",//yonobi.com/cdn/shop/files/IMG_3483.jpg?v=1701691350
Estudio Vernís Pot - Large cylinder pot,1.1,https://yonobi.com//collections/all-products/products/large-pot,"Beautiful pot handmade by Estudio Vernís -  a ceramic workshop settled in the Mediterranean.This piece is part of Estudio Vernís tableware collection. A collection that was born from the need to elevate their hand-building techniques and take ash glaze formulation to a new horizon. They developed pieces to eat, drink, share, store, and generally savor everyday life. They appreciate that every single piece they make contains their very own fingerprints in it. By following their traces in each piece, you may find some hints of the processes that built it. ""The pieces are shaped by the artist's hands, but they are finished by chance"". The wood kiln and the ash glaze make a huge difference in the final appearance of each piece, making them utterly unique.MATERIALStoneware Fired at 1300ºC with wood Ash glazes Food-safeDIMENSIONS ø 19 cm x 18 cm Please note each piece is unique.Share",//yonobi.com/cdn/shop/files/IMG_3611.jpg?v=1701819129
YONOBI classes One-day handbuilding Class: Create your own mug! - CPH,500,https://yonobi.com//collections/all-products/products/create-your-own-mug,"Location YŌNOBI STUDIO, Nybrogade 28 Time 10.00 to 13.00 or 13.00 - 16.00Length 3 hours per classPrice 500kr for 3 hours of teachingIncluded all materials (unlimited clay and decoration slips) and firing. Organic Tea & coffee.Language Danish, EnglishLevel BeginnerDiscover the art of crafting your own unique and personalized mug in our one-day hand-building class.Join us for a day filled with creativity and inspiration as you learn the fundamental techniques of modeling and hand-building. Whether you envision a single-handle mug, a double-handled delight, or even one adorned with whimsical birds, the possibilities are endless.Under the guidance of our skilled instructor, you'll bring your vision to life, molding and shaping your mug to perfection. Want a mug that holds extra-large servings for those busy Monday mornings? Or a petite espresso cup for those moments of indulgence? The choice is yours, and our instructor will be there every step of the way to assist and inspire.Once your masterpiece is complete, explore our array of glazes to add the perfect finishing touch. With a variety of colors and textures to choose from, you'll create a mug that's as unique as you are.Join us for a day of hands-on creativity and leave with a mug that's truly your own. Share",//yonobi.com/cdn/shop/files/SofieBergYonobi-7.jpg?v=1702077740
Sofie Berg Wood fired Teapot no.2,1.4,https://yonobi.com//collections/all-products/products/wood-fired-teapot-no-2,"Beautiful, unique wood-fired teapot handmade by Sofie Berg. This is a teapot perfect for two or if you want a lot of tea for yourself that stays warm for a longer time.The material is stoneware and hand-thrown. The teapot is fired in a kiln, built by herself, and fired with wood. The ceramic pieces stacked inside the kiln consist of just clay. No glaze is used. The process takes a whole day of constantly adding wood to the fire. During the firing, ash from the wood covers the ceramics and melts down to a glaze. In the end, she throws salt into the kiln. It reacts with the clay and also creates a glaze. The firing is finished when she has reached a temperature of 1280-1290°C. This process creates ceramic pieces consisting of just clay, ash, and salt - natural materials. Every object is unique due to its placement in the kiln and the amount of ash and salt attached to it. The kiln Sofie has built is small, and the process is long, which limits collections of wood-fired pieces.Due to the nature of handmade ceramics, all sizes and glaze colors are subject to small variations.This product is certified as safe to use with food.MeasurementsH 14cmShare",//yonobi.com/cdn/shop/files/JoeChristophersonYonobi-26.jpg?v=1702447042
Joe Christopherson Porcelain dinner plate,400,https://yonobi.com//collections/all-products/products/large-porcelain-dinner-plate,"Unique porcelain dinner plate. Immerse yourself in the understated elegance of Joe Christopherson's handmade tableware. The minimalistic design showcases the artist's dedication to simplicity and craftsmanship. Every item of this collection, carefully formed by hand, is a true testament to the beauty of imperfection,This item is dishwasher safe, but we recommend to wash it by hand, due to its fragility.This item is certified as safe to use with food.  Measurementsdiameter 26cmShare",//yonobi.com/cdn/shop/files/JoeChristophersonYonobi-23.jpg?v=1702447104
Joe Christopherson Porcelain pasta plate,380,https://yonobi.com//collections/all-products/products/porcelain-pasta-plate-1,"Unique porcelain pasta plate.Immerse yourself in the understated elegance of Joe Christopherson's handmade tableware. The minimalistic design showcases the artist's dedication to simplicity and craftsmanship. Every item of this collection, carefully formed by hand, is a true testament to the beauty of imperfection,This item is dishwasher safe, but we recommend to wash it by hand, due to its fragility.This item is certified as safe to use with food.  Measurementsdiameter 20cmShare",//yonobi.com/cdn/shop/files/JoeChristophersonYonobi-20.jpg?v=1702447122
Joe Christopherson Small porcelain plate,340,https://yonobi.com//collections/all-products/products/small-porcelain-salad-plate,"Unique small porcelain salad plate. Immerse yourself in the understated elegance of Joe Christopherson's handmade tableware. The minimalistic design showcases the artist's dedication to simplicity and craftsmanship. Every item of this collection, carefully formed by hand, is a true testament to the beauty of imperfection,This item is dishwasher safe, but we recommend to wash it by hand, due to its fragility.This item is certified as safe to use with food.  Measurementsdiameter 17 cmShare",//yonobi.com/cdn/shop/files/JoeChristophersonYonobi-17.jpg?v=1702447149
Joe Christopherson Porcelain dessert bowl,270,https://yonobi.com//collections/all-products/products/porcelain-dessert-bowl,"Unique porcelain dessert bowl. Immerse yourself in the understated elegance of Joe Christopherson's handmade tableware. The minimalistic design showcases the artist's dedication to simplicity and craftsmanship. Every item of this collection, carefully formed by hand, is a true testament to the beauty of imperfection,This item is dishwasher safe, but we recommend to wash it by hand, due to its fragility.This item is certified as safe to use with food.  Measurementsdiameter 17 cmShare",//yonobi.com/cdn/shop/files/IMG_3695.jpg?v=1702447248
Joe Christopherson Porcelain serving platter,995,https://yonobi.com//collections/all-products/products/porcelain-serving-platter,"Unique porcelain serving platter.Immerse yourself in the understated elegance of Joe Christopherson's handmade tableware. The minimalistic design showcases the artist's dedication to simplicity and craftsmanship. Every item of this collection, carefully formed by hand, is a true testament to the beauty of imperfection,This item is dishwasher safe, but we recommend to wash it by hand, due to its fragility.This item is certified as safe to use with food.Measurementsdiameter 32cmShare",
