Title,Price,Link,Description,Main image,Category
Estudio Vernís ENSALADERA - Deep wide platter,1.2,https://yonobi.com//collections/all-products/products/escudella-deep-platter,"Beautiful deep platter handmade by Estudio Vernís -  a ceramic workshop settled in the Mediterranean.This piece is part of Estudio Vernís tableware collection. A collection that was born from the need to elevate their hand-building techniques and take ash glaze formulation to a new horizon. They developed pieces to eat, drink, share, store, and generally savor everyday life. They appreciate that every single piece they make contains their very own fingerprints in it. By following their traces in each piece you may find some hints of the processes that built it. ""The pieces are shaped by the artist's hands, but they are finished by chance"". The wood kiln and the ash glaze make a huge difference in the final appearance of each piece, making them utterly unique.MATERIALStoneware Fired at 1300ºC with wood Ash glazes Food-safeDIMENSIONsapprox ø 38 cm x 5 cmPlease note each piece is unique.Share",//yonobi.com/cdn/shop/files/IMG_3607.jpg?v=1701690940,pottery and ceramic
YONOBI classes - Aarhus One-day Class: Create your own mug - Aarhus,500.0,https://yonobi.com//collections/all-products/products/one-day-class-create-your-own-mug,"Location: YŌNOBI STUDIO, Graven 24b, 8000 Aarhus Duration: 3 hours per class Price: 500 DKK for 3 hours of instruction. Includes all materials (unlimited clay and decoration slip) and firing. Organic tea and coffee provided. Language: Danish, English Level: Beginner / all levelsDiscover the art of crafting your own unique and personalized mug in our one-day hand-building class.Join us for a day filled with creativity and inspiration as you learn the fundamental techniques of modeling and hand-building. Whether you envision a single-handle mug, a double-handled delight, or even one adorned with whimsical birds, the possibilities are endless.Under the guidance of our skilled instructor, you'll bring your vision to life, molding and shaping your mug to perfection. Want a mug that holds extra-large servings for those busy Monday mornings? Or a petite espresso cup for those moments of indulgence? The choice is yours, and our instructor will be there every step of the way to assist and inspire.Once your masterpiece is complete, explore our array of glazes to add the perfect finishing touch. With a variety of colors and textures to choose from, you'll create a mug that's as unique as you are.Join us for a day of hands-on creativity and leave with a mug that's truly your own.Share",//yonobi.com/cdn/shop/files/8ac58940-d2a1-46df-b62d-258a5d9acf4a-MacBook_20Air_20-_201_f8074a8f-6ce7-49fa-a702-77e24c38e3ff.png?v=1716508582,pottery and ceramic
Kristine Vedel Adeltoft Moon Jar - Textured Uslev white,2.5,https://yonobi.com//collections/all-products/products/moon-jar-textured-uslev-white,"Beautiful vase - handmade by Danish artist Kristine Vedel Adeltoft. Kristine has a large and well-functioning studio at the farm, where she works full-time. Her focus is on hand-thrown stoneware and the development of glazes. She primarily makes tableware and other functional items. Kristine has, for example, delivered plates and bowls for Restaurant Noma, Cph. and Restaurant Ö, Nysted.Her work is about emotions and senses. She is inspired by nature around her, and she believes she can capture a tiny bit of that in the creating process, making it live on in her pieces to be sensed by the one holding it and using it.All ceramics and glazes are developed and made by Kristine herself.Measurementsh 22 x ø 15 cm Share",//yonobi.com/cdn/shop/files/IMG_3474.jpg?v=1701691306,pottery and ceramic
Kristine Vedel Adeltoft Moon Jar - Uslev White,2.0,https://yonobi.com//collections/all-products/products/moon-jar-uslev-white,"Beautiful vase - handmade by Danish artist Kristine Vedel Adeltoft. Kristine has a large and well-functioning studio at the farm, where she works full-time. Her focus is on hand-thrown stoneware and the development of glazes. She primarily makes tableware and other functional items. Kristine has, for example, delivered plates and bowls for Restaurant Noma, Cph. and Restaurant Ö, Nysted.Her work is about emotions and senses. She is inspired by nature around her, and she believes she can capture a tiny bit of that in the creating process, making it live on in her pieces to be sensed by the one holding it and using it.All ceramics and glazes are developed and made by Kristine herself.Measurementsh 18 x ø 16 cm Share",//yonobi.com/cdn/shop/files/IMG_3477.jpg?v=1701564297,pottery and ceramic
Kristine Vedel Adeltoft Moon Jar - Guldborg Grey/brown,2.5,https://yonobi.com//collections/all-products/products/moon-jar-guldborg-grey-brown,"Beautiful moon jar vase - handmade by Danish artist Kristine Vedel Adeltoft. Kristine has a large and well-functioning studio at the farm, where she works full-time. Her focus is on hand-thrown stoneware and the development of glazes. She primarily makes tableware and other functional items. Kristine has, for example, delivered plates and bowls for Restaurant Noma, Cph. and Restaurant Ö, Nysted.Her work is about emotions and senses. She is inspired by nature around her, and she believes she can capture a tiny bit of that in the creating process, making it live on in her pieces to be sensed by the one holding it and using it.All ceramics and glazes are developed and made by Kristine herself.Measurementsh 22 x ø 20 cmShare",//yonobi.com/cdn/shop/files/IMG_3483.jpg?v=1701691350,pottery and ceramic
Estudio Vernís Pot - Large cylinder pot,1.1,https://yonobi.com//collections/all-products/products/large-pot,"Beautiful pot handmade by Estudio Vernís -  a ceramic workshop settled in the Mediterranean.This piece is part of Estudio Vernís tableware collection. A collection that was born from the need to elevate their hand-building techniques and take ash glaze formulation to a new horizon. They developed pieces to eat, drink, share, store, and generally savor everyday life. They appreciate that every single piece they make contains their very own fingerprints in it. By following their traces in each piece, you may find some hints of the processes that built it. ""The pieces are shaped by the artist's hands, but they are finished by chance"". The wood kiln and the ash glaze make a huge difference in the final appearance of each piece, making them utterly unique.MATERIALStoneware Fired at 1300ºC with wood Ash glazes Food-safeDIMENSIONS ø 19 cm x 18 cm Please note each piece is unique.Share",//yonobi.com/cdn/shop/files/IMG_3611.jpg?v=1701819129,pottery and ceramic
YONOBI classes One-day handbuilding Class: Create your own mug! - CPH,500.0,https://yonobi.com//collections/all-products/products/create-your-own-mug,"Location YŌNOBI STUDIO, Nybrogade 28 Time 10.00 to 13.00 or 13.00 - 16.00Length 3 hours per classPrice 500kr for 3 hours of teachingIncluded all materials (unlimited clay and decoration slips) and firing. Organic Tea & coffee.Language Danish, EnglishLevel BeginnerDiscover the art of crafting your own unique and personalized mug in our one-day hand-building class.Join us for a day filled with creativity and inspiration as you learn the fundamental techniques of modeling and hand-building. Whether you envision a single-handle mug, a double-handled delight, or even one adorned with whimsical birds, the possibilities are endless.Under the guidance of our skilled instructor, you'll bring your vision to life, molding and shaping your mug to perfection. Want a mug that holds extra-large servings for those busy Monday mornings? Or a petite espresso cup for those moments of indulgence? The choice is yours, and our instructor will be there every step of the way to assist and inspire.Once your masterpiece is complete, explore our array of glazes to add the perfect finishing touch. With a variety of colors and textures to choose from, you'll create a mug that's as unique as you are.Join us for a day of hands-on creativity and leave with a mug that's truly your own. Share",//yonobi.com/cdn/shop/files/SofieBergYonobi-7.jpg?v=1702077740,pottery and ceramic
Sofie Berg Wood fired Teapot no.2,1.4,https://yonobi.com//collections/all-products/products/wood-fired-teapot-no-2,"Beautiful, unique wood-fired teapot handmade by Sofie Berg. This is a teapot perfect for two or if you want a lot of tea for yourself that stays warm for a longer time.The material is stoneware and hand-thrown. The teapot is fired in a kiln, built by herself, and fired with wood. The ceramic pieces stacked inside the kiln consist of just clay. No glaze is used. The process takes a whole day of constantly adding wood to the fire. During the firing, ash from the wood covers the ceramics and melts down to a glaze. In the end, she throws salt into the kiln. It reacts with the clay and also creates a glaze. The firing is finished when she has reached a temperature of 1280-1290°C. This process creates ceramic pieces consisting of just clay, ash, and salt - natural materials. Every object is unique due to its placement in the kiln and the amount of ash and salt attached to it. The kiln Sofie has built is small, and the process is long, which limits collections of wood-fired pieces.Due to the nature of handmade ceramics, all sizes and glaze colors are subject to small variations.This product is certified as safe to use with food.MeasurementsH 14cmShare",//yonobi.com/cdn/shop/files/JoeChristophersonYonobi-26.jpg?v=1702447042,pottery and ceramic
Joe Christopherson Porcelain dinner plate,400.0,https://yonobi.com//collections/all-products/products/large-porcelain-dinner-plate,"Unique porcelain dinner plate. Immerse yourself in the understated elegance of Joe Christopherson's handmade tableware. The minimalistic design showcases the artist's dedication to simplicity and craftsmanship. Every item of this collection, carefully formed by hand, is a true testament to the beauty of imperfection,This item is dishwasher safe, but we recommend to wash it by hand, due to its fragility.This item is certified as safe to use with food.  Measurementsdiameter 26cmShare",//yonobi.com/cdn/shop/files/JoeChristophersonYonobi-23.jpg?v=1702447104,pottery and ceramic
Joe Christopherson Porcelain pasta plate,380.0,https://yonobi.com//collections/all-products/products/porcelain-pasta-plate-1,"Unique porcelain pasta plate.Immerse yourself in the understated elegance of Joe Christopherson's handmade tableware. The minimalistic design showcases the artist's dedication to simplicity and craftsmanship. Every item of this collection, carefully formed by hand, is a true testament to the beauty of imperfection,This item is dishwasher safe, but we recommend to wash it by hand, due to its fragility.This item is certified as safe to use with food.  Measurementsdiameter 20cmShare",//yonobi.com/cdn/shop/files/JoeChristophersonYonobi-20.jpg?v=1702447122,pottery and ceramic
Joe Christopherson Small porcelain plate,340.0,https://yonobi.com//collections/all-products/products/small-porcelain-salad-plate,"Unique small porcelain salad plate. Immerse yourself in the understated elegance of Joe Christopherson's handmade tableware. The minimalistic design showcases the artist's dedication to simplicity and craftsmanship. Every item of this collection, carefully formed by hand, is a true testament to the beauty of imperfection,This item is dishwasher safe, but we recommend to wash it by hand, due to its fragility.This item is certified as safe to use with food.  Measurementsdiameter 17 cmShare",//yonobi.com/cdn/shop/files/JoeChristophersonYonobi-17.jpg?v=1702447149,pottery and ceramic
Joe Christopherson Porcelain dessert bowl,270.0,https://yonobi.com//collections/all-products/products/porcelain-dessert-bowl,"Unique porcelain dessert bowl. Immerse yourself in the understated elegance of Joe Christopherson's handmade tableware. The minimalistic design showcases the artist's dedication to simplicity and craftsmanship. Every item of this collection, carefully formed by hand, is a true testament to the beauty of imperfection,This item is dishwasher safe, but we recommend to wash it by hand, due to its fragility.This item is certified as safe to use with food.  Measurementsdiameter 17 cmShare",//yonobi.com/cdn/shop/files/IMG_3695.jpg?v=1702447248,pottery and ceramic
Joe Christopherson Porcelain serving platter,995.0,https://yonobi.com//collections/all-products/products/porcelain-serving-platter,"Unique porcelain serving platter.Immerse yourself in the understated elegance of Joe Christopherson's handmade tableware. The minimalistic design showcases the artist's dedication to simplicity and craftsmanship. Every item of this collection, carefully formed by hand, is a true testament to the beauty of imperfection,This item is dishwasher safe, but we recommend to wash it by hand, due to its fragility.This item is certified as safe to use with food.Measurementsdiameter 32cmShare",,pottery and ceramic
YONOBI classes DAY WHEEL THROWING CLASS - CPH,2.8,https://yonobi.com//collections/all-products/products/day-wheel-throwing-class-1,"Location YŌNOBI STUDIO, Nybrogade 28Time 10.00 to 13.30Length 3h 30min per classFrequency 6 times, once a weekIncluded all materials (unlimited clay, decoration, and glaze) and firing, tea & coffee Language Danish, EnglishLevel Beginner/ all levelsJoin us for an engaging pottery class where you'll immerse yourself in creativity and craftsmanship. No experience? No worries! Our class is open to all skill levels, from beginners to more seasoned throwers. With personalized guidance, you'll feel confident to unleash your creativity.The class will run over six sessions, so you will have plenty of time to explore the different techniques and mastering the art of shaping clay into beautiful, functional pieces.Day one, Centering and throwing a basic cylinderDay two, Throwing basic cylinder and trimmingDay three, Throwing simple shapes and trimmingDay four, Throwing (your own designs) and trimmingDay five, Trimming and decorating with slips etc.Day six, The final class, the finished products will be glazed and fired.Throughout this class, you will gain thorough knowledge and insight into wheel throwing and its many applications. You will learn about the various stages of the transformation from soft clay to finished product and the opportunities for shaping the material within these stages. Your pieces will typically be ready for pick-up 2-3 weeks after the end of class. Join Our Community: Step into our friendly studio and start your journey of self-expression. Enroll now and let the magic of pottery inspire you! Check out available dates in the dropdown menu, and see class details below.Wednesday: 29th of May - 10th of July (skips 5th of May)DateTimeTeacherWednesday,  10.00 - 13.30Signe SchmidtWednesday, 10.00 - 13.30Signe SchmidtWednesday,  10.00 - 13.30Signe SchmidtWednesday,  10.00 - 13.30Signe SchmidtWednesday, 10.00 - 13.30Signe SchmidtWednesday,  10.00 - 13.30Signe Schmidt Thursday: 01 Aug - 05 SepDateTimeTeacherThursday,  10.00 - 13.30Christian RaskThursday, 10.00 - 13.30Christian RaskThursday,   10.00 - 13.30Christian RaskThursday,  10.00 - 13.30Christian RaskThursday,   10.00 - 13.30Christian RaskThursday,10.00 - 13.30Christian Rask Monday: 05 Aug - 09 SepDateTimeTeacherMonday,  10.00 - 13.30Emilie BobekMonday, 10.00 - 13.30Emilie BobekMonday,   10.00 - 13.30Emilie BobekMonday,  10.00 - 13.30Emilie BobekMonday,   10.00 - 13.30Emilie BobekMonday,10.00 - 13.30Emilie Bobek Tuesday: 13 Aug — 17 SepDateTimeTeacherTuesday,  10.00 - 13.30Mia Maya ChristophersenTuesday, 10.00 - 13.30Mia Maya ChristophersenTuesday,   10.00 - 13.30Mia Maya ChristophersenTuesday,  10.00 - 13.30Mia Maya ChristophersenTuesday,   10.00 - 13.30Mia Maya ChristophersenTuesday,10.00 - 13.30Mia Maya Christophersen Wednesday: 04 Sep - 09 OctDateTimeTeacherWednesday,  10.00 - 13.30Signe SchmidtWednesday, 10.00 - 13.30Signe SchmidtWednesday,  10.00 - 13.30Signe SchmidtWednesday,  10.00 - 13.30Signe SchmidtWednesday, 10.00 - 13.30Signe SchmidtWednesday,  10.00 - 13.30Signe Schmidt Tuesday: 24 Sep - 05 Nov (skips 15th of Oct.)DateTimeTeacherTuesday,  10.00 - 13.30Mia Maya ChristophersenTuesday, 10.00 - 13.30Mia Maya ChristophersenTuesday,   10.00 - 13.30Mia Maya ChristophersenTuesday,  10.00 - 13.30Mia Maya ChristophersenTuesday,   10.00 - 13.30Mia Maya ChristophersenTuesday,10.00 - 13.30Mia Maya Christophersen  Share",//yonobi.com/cdn/shop/files/692d65a4-6338-4d82-9611-22c182a3463d-35ebacf1-0634-47e8-ac3f-e85e248ecbde-IMG_8127_fc0cf908-a7f5-49b2-975b-6f63ba5b0ef8.jpg?v=1717598343,pottery and ceramic
Joe Christopherson Square-based espresso cup,200.0,https://yonobi.com//collections/all-products/products/square-based-espresso-cup,"Unique Square-based espresso cup.Immerse yourself in the understated elegance of Joe Christopherson's handmade tableware. The minimalistic design showcases the artist's dedication to simplicity and craftsmanship. Every item of this collection, carefully formed by hand, is a true testament to the beauty of imperfection,This item is dishwasher safe, but we recommend to wash it by hand, due to its fragility.This item is certified as safe to use with food. Measurementapprox ø 6 x 7 cmShare",//yonobi.com/cdn/shop/files/JoeChristophersonYonobi-1.jpg?v=1702447110,pottery and ceramic
Joe Christopherson Hand-built pitcher,1.2,https://yonobi.com//collections/all-products/products/hand-built-pitcher-1,"Unique Hand-built pitcher.Immerse yourself in the understated elegance of Joe Christopherson's handmade tableware. The minimalistic design showcases the artist's dedication to simplicity and craftsmanship. Every item of this collection, carefully formed by hand, is a true testament to the beauty of imperfection,This item is dishwasher safe, but we recommend to wash it by hand, due to its fragility.This item is certified as safe to use with food.  Measurementsø 16 x h 21Share",//yonobi.com/cdn/shop/files/IMG_3693_9573387d-c0dd-4426-bc9a-aef2c9c3bf27.jpg?v=1702446965,pottery and ceramic
Tybo Mona Bowl - no. 1,225.0,https://yonobi.com//collections/all-products/products/small-bowl-8,"Beautiful small stoneware bowl handmade by Danish artists TYBO.TYBO is a family business based in Copenhagen. Founded in 2015 by Stinne Bo Tyrrestrup and her husband Nis Tyrrestrup in collaboration with Stinne’s father Hans Bo, who masters the production of hand-thrown stoneware in his workshop on Djursland. Stinne and Nis believe in permanency and the simple life surrounded by few, but well-crafted things made of natural materials. TYBO creates ART & CRAFT with a defined DNA of unpolished simplicity. Based on the Danish design tradition TYBO is aiming for an honest and long-lasting appearance in their design. With a devotion to details and simple aesthetics, TYBO creates functional handcrafted objects to enjoy for everyday use.This product is certified as safe for use with food.Measurements: ø 11 x h 5,5 cm. Measurements and pictures are only guiding because each piece will differ in color, shape, and size around 1-2 cm.Share",//yonobi.com/cdn/shop/products/image_48d33dc1-944a-4d4a-9941-ef010353a304.jpg?v=1616764648,pottery and ceramic
Tybo Unique stoneware vase – Small,625.0,https://yonobi.com//collections/all-products/products/copy-of-unique-vase-2,"Unique stoneware vase by TYBO. The vase is hand thrown and glazed in their workshop in Jutland. Each piece is unique made with love for simplicity in shape and the soft tones in Nordic nature. The vase can be used for flowers or just be added as a sculptural element to your home interior. The glazes are made from own recipe inspired by the seaside and the surface has soft and tactile feeling to it.Measurementsø 10,5 x h 14 cm  Share",//yonobi.com/cdn/shop/files/IMG_3754.jpg?v=1702640803,pottery and ceramic
Tybo Unique stoneware vase – Medium,930.0,https://yonobi.com//collections/all-products/products/unique-stoneware-vase-medium,"Unique stoneware vase by TYBO. The vase is hand thrown and glazed in their workshop in Jutland. Each piece is unique made with love for simplicity in shape and the soft tones in Nordic nature. The vase can be used for flowers or just be added as a sculptural element to your home interior. The glazes are made from own recipe inspired by the seaside and the surface has soft and tactile feeling to it.Measurementsø 19 x h 10,5 cm  Share",//yonobi.com/cdn/shop/files/IMG_3752_faf5ebb3-d9df-44cb-9f14-604542ed9cf6.jpg?v=1702640882,pottery and ceramic
Tybo Unique Stoneware vase – Large,1.15,https://yonobi.com//collections/all-products/products/unique-stoneware-vase-large,Unique stoneware vase by TYBO. The vase is hand thrown and glazed in their workshop in Jutland. Each piece is unique made with love for simplicity in shape and the soft tones in Nordic nature. The vase can be used for flowers or just be added as a sculptural element to your home interior. The glazes are made from own recipe inspired by the seaside and the surface has soft and tactile feeling to it.Measurementsø 15 x h 23 cm  Share,//yonobi.com/cdn/shop/files/IMG_3759.jpg?v=1702640943,pottery and ceramic
Tybo Unique Stoneware vase – Large,1.15,https://yonobi.com//collections/all-products/products/copy-of-unique-stoneware-vase-large,Unique stoneware vase by TYBO. The vase is hand thrown and glazed in their workshop in Jutland. Each piece is unique made with love for simplicity in shape and the soft tones in Nordic nature. The vase can be used for flowers or just be added as a sculptural element to your home interior. The glazes are made from own recipe inspired by the seaside and the surface has soft and tactile feeling to it.Measurementsø 17 x h 20 cm  Share,//yonobi.com/cdn/shop/files/IMG_3761.jpg?v=1702640819,pottery and ceramic
Af Jord 'Ro' candleholder,399.0,https://yonobi.com//collections/all-products/products/ro-candleholder,"A beautiful candle holder handmade by Louise Reimer - the artist behind 'Af Jord.''Ro' is a Danish word that can't be directly translated. The essence of 'Ro' is still, calm, ease, rest, and peace. Louise aims to make pieces that ground you and make you feel calm and at peace.The mug is handcrafted by Louise Reimer, the artist behind 'Af Jord.' You can read more about Louise Reimer here.Measurements:Share",//yonobi.com/cdn/shop/files/IMG_3929.jpg?v=1687287099,pottery and ceramic
Nathalie Reocreux Vasque Bowl,3.73,https://yonobi.com//collections/all-products/products/vasque-bowl-1,Unique hand-pinched bowl by French artist Nathalie Reocreux. Nathalie Reocreux uses wild-clay that the ceramist harvests around her home or when traveling. A production that takes time and lets it be guided by randomness.Handmade modeled bowl. Made with collected clay. Red stoneware glazed with ash lavender. Fired in gaskiln at 1280°CMeasurements (approx.): ø 30 x h 17 cmShare,//yonobi.com/cdn/shop/files/IMG_3816.jpg?v=1708593825,pottery and ceramic
Pascale Zintzen Handmade Mug,350.0,https://yonobi.com//collections/all-products/products/mug-2,"Beautiful mugs handmade by OIKOS Estudio by Pascale Zintzen.Pascale is a multidisciplinary artist based in Barcelona and El Perelló, where she lives with her two kids and dog. She works on ceramic, tapestry, and painting. Pascale's work is inspired by Wabi-Sabi, childhood, and the Mediterranean atmosphere. Her practice is characterized by slow manufacturing, strongly inspired by nature, and respecting the times and processes that each piece needs.Measurements8 x h 4,5 cmShare",//yonobi.com/cdn/shop/files/IMG_6754.jpg?v=1715773574,pottery and ceramic
YONOBI classes - Aarhus Weekend Pottery Class - Aarhus,1.4,https://yonobi.com//collections/all-products/products/weekend-pottery-class-aarhus,"Location: YŌNOBI STUDIO AARHUSTime: 10.00 to 15.00Length: 5 hours per classIncluded: All materials, unlimited clay, and decoration slip. Glazing and firing of up to 5 pieces, as well as tea, coffee, and snacks.Language: Danish, EnglishLevel: BeginnerJoin us for an uplifting weekend workshop where no prior experience with pottery is necessary.Discover the joy of wheel-throwing as you embark on a journey of creativity. Learn the art of transforming soft clay into beautiful pieces, guided by our skilled instructors. From centering to hand throwing on the pottery wheel and trimming, you'll gain hands-on experience and unlock your creative potential.No prior experience? No problem! Our inclusive class welcomes beginners and experienced throwers alike. With personalized guidance tailored to your level of expertise, you'll feel confident to explore and create.After the workshop, our studio will carefully glaze your creations, adding the finishing touch to your masterpieces.Our beautiful studio sets the frame with a welcoming atmosphere and gives you the perfect opportunity to unwind and indulge in your passion for pottery. Don't miss out on this enriching experience – join us and let your creativity shine!We will serve snacks during the class, so please bring lunch if needed.Share",//yonobi.com/cdn/shop/files/b2034d77-9b4a-40a9-9873-d39357a8df46-9f82b827-0e6a-4351-945b-337fc809fc40-yonobi_010_202_9ff565e2-7ccf-4719-a1dc-966fe901b8fd.jpg?v=1717598323,pottery and ceramic
YONOBI classes WEEKEND WHEEL THROWING CLASS - CPH,1.4,https://yonobi.com//collections/all-products/products/weekend-wheel-throwing-class,"Location YŌNOBI STUDIO, Nybrogade 28Time 10.00 to 15.00Length 5 hours per classIncluded all materials, unlimited clay, and decoration slip. Glazing and firing of finished pieces, organic Lunch, and Tea & coffee.Language Danish, EnglishLevel BeginnerJoin us for an uplifting weekend workshop where no prior experience with pottery is necessary.Discover the joy of wheel-throwing as you embark on a journey of creativity. Learn the art of transforming soft clay into beautiful pieces, guided by our skilled instructors. From centering to hand throwing on the pottery wheel and trimming, you'll gain hands-on experience and unlock your creative potential.No prior experience? No problem! Our inclusive class welcomes beginners and experienced throwers alike. With personalized guidance tailored to your level of expertise, you'll feel confident exploring and creating.After the workshop, our studio will carefully glaze your creations, adding the finishing touch to your masterpieces.Our beautiful studio sets the frame with a welcoming atmosphere and gives you the perfect opportunity to unwind and indulge in your passion for pottery. Don't miss out on this enriching experience – join us and let your creativity shine!We will serve a light lunch during the class.Share",//yonobi.com/cdn/shop/files/3247350d-f326-4bfe-8fba-1269ccae796e-IMG_8124.jpg?v=1718701671,pottery and ceramic
YONOBI classes - Aarhus DAY WHEEL THROWING CLASS (6 times) - Aarhus,2.7,https://yonobi.com//collections/all-products/products/day-wheel-throwing-class-6-times-aarhus,"Location: YŌNOBI STUDIO, Graven 24BTime: See class schedule Duration: 3 hours and 30 minutes per class Frequency: 6 sessions, once a week Included: All materials (unlimited clay, decoration, and glaze) and firing, tea and coffee Language: Danish, EnglishLevel: BeginnerThe course will run for six sessions; no prior experience is necessary to join. Throughout this course, you'll gain comprehensive knowledge and insight into pottery and its various applications.You'll learn about the different stages of transforming soft clay into finished products and the possibilities for shaping the material within these stages. The course will cover techniques such as centering, working on the pottery wheel, trimming, and glazing. The first session will be an introduction to the basic techniques.We'll focus on throwing and trimming simple forms in the following sessions. During the final session, the finished pieces will be glazed and fired. Typically ready for pickup 2 weeks after the end of the course.Day One: Centering and throwing a basic cylinderDay Two: Throwing basic cylinder and trimmingDay Three: Throwing simple forms and trimmingDay Four: Throwing (your own designs) and trimmingDay Five: TrimmingDay Six: GlazingStep into our cozy studio and let your creativity flow freely as you embark on this inspiring journey of self-expression and discovery. DateTimeTeacherTuesday,   13.00 - 16.00Birgit Marie ØsterbyTuesday,  13.00 - 16.00Birgit Marie ØsterbyTuesday,  13.00 - 16.00Birgit Marie ØsterbyTuesday,  13.00 - 16.00Birgit Marie ØsterbyTuesday,13.00 - 16.00Birgit Marie ØsterbyTuesday, 13.00 - 16.00Birgit Marie Østerby ThursdayDateTimeTeacher Thursday,   10:00 - 13:00Signe Boisen Thursday,  10:00 - 13:00Signe Boisen Thursday, 10:00 - 13:00Signe Boisen Thursday, 10:00 - 13:00Signe Boisen Thursday, 10:00 - 13:00Signe Boisen Thursday,  10:00 - 13:00Signe Boisen Share",//yonobi.com/cdn/shop/files/aa122ac6-37eb-4663-be0e-c349c1b75286-yonobi_013_20_282_29.jpg?v=1716508634,pottery and ceramic
Birgitte Lorentzen Big Tea Cup – Ash,850.0,https://yonobi.com//collections/all-products/products/cup-ash,"Introducing the ASH series - Handcrafted, Japanese-inspired tea bowls and cups in high-fired stoneware by Danish artist Gitte LorentzenCup made out of stoneware with lava spots. Ash treatment. Matte white transparent glaze.Each cup is unique and might therefore differ in appearance.This product is certified as safe for use with food.MeasurementsApprox ø 10-10,5 x h 10 cmShare",//yonobi.com/cdn/shop/files/IMG_3822.jpg?v=1709599941,pottery and ceramic
Birgitte Lorentzen Yunomi cup – Ash,600.0,https://yonobi.com//collections/all-products/products/copy-of-yunomi-cup-ash,"Introducing the ASH series - Handcrafted, Japanese-inspired tea bowls and cups in high-fired stoneware by Danish artist Birgitte LorentzenYunomi Cup made out of stoneware with lava spots. Ash treatment. Matte white transparent glaze.Each cup is unique and might therefore differ in appearance.This product is certified as safe for use with food.Measurementsø 10-10,5 x h 6,5-7 cm Share",//yonobi.com/cdn/shop/files/IMG_3882.jpg?v=1711520561,pottery and ceramic
karin blach nielsen One of a kind bowl,625.0,https://yonobi.com//collections/all-products/products/copy-of-one-of-a-kind-bowl-7,"Beautiful unique bowl by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 15 x 7 cm Share",//yonobi.com/cdn/shop/files/IMG_3970.jpg?v=1713385314,pottery and ceramic
karin blach nielsen One of a kind bowl,625.0,https://yonobi.com//collections/all-products/products/copy-one-of-a-kind-bowl,"Beautiful unique bowl by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 15 x 7 cm Share",//yonobi.com/cdn/shop/files/IMG_3964.jpg?v=1713322862,pottery and ceramic
karin blach nielsen One of a kind bowl,625.0,https://yonobi.com//collections/all-products/products/copy-of-copy-one-of-a-kind-bowl,"Beautiful unique bowl by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 15 x 7 cm Share",//yonobi.com/cdn/shop/files/362D810A-C430-43DF-A111-783232CD105B.jpg?v=1713443261,pottery and ceramic
karin blach nielsen One of a kind large bowl,2.75,https://yonobi.com//collections/all-products/products/copy-of-copy-one-of-a-kind-bowl-1,"Beautiful unique bowl by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 26 x h 11 cm Share",//yonobi.com/cdn/shop/files/IMG_3976.jpg?v=1713385233,pottery and ceramic
karin blach nielsen One of a kind bowl,625.0,https://yonobi.com//collections/all-products/products/copy-of-copy-of-one-of-a-kind-bowl-1,"Beautiful unique bowl by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 14 x 7 cm Share",//yonobi.com/cdn/shop/files/33DB0F01-6A6B-45E0-AA4D-62DC5F26883A.jpg?v=1713443012,pottery and ceramic
karin blach nielsen One of a kind vase,2.7,https://yonobi.com//collections/all-products/products/copy-of-one-of-a-kind-vase-3,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 13 x h 24 cmShare",//yonobi.com/cdn/shop/files/IMG_3895.jpg?v=1713322906,pottery and ceramic
