Title,Price,Link,Description,Main image,Caregory,Subcaregory
Golden Pillar Candle,2500.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/golden-pillar-candle-3,"Set of 2 Natural Beeswax Pillar Candles
The Pillar Candle Set, combinesÂ contemporary and cosy with a slow burning bright golden flame. Adding beauty and tranquillity to your space.
Pure beeswax has aÂ subtle aromatic scent and when burned as a candle it releases aÂ light and soft, cosy, honey like scent. Non-drip and a bright golden flame.
Â 
- Burn Time: Tall candle 20+ hours, Smaller candle 15+ hours
- Scent Throw: Subtle, Small Room
- Size: H: 100mm Ã:48mm & H: 75mmÂ Ã:48mm | 250g approx.
- Pure cotton wicks
- View ourÂ completeÂ luxury beeswax candle collection


Candle Care & Advice
Only burn candle for 2-3 hours each lighting, to avoid dripping and ensure an even burn. Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 1cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has manyÂ benefits.Â It gives aÂ pure clean burn and the candle flames light spectrumÂ is similar to the Sun's rays! ItÂ also is the only candle wax with the ability toÂ purify the airÂ of dust and other pollutants by releasing negative ions! Negative ionsÂ have also been proven toÂ improve mood! The Egyptians believedÂ beeswax to be magical and it's widely used in Religious and Spiritual ceremony!",//beeluxxcandles.com/cdn/shop/files/IMG_1626_720x.jpg?v=1686063434,candles,beeswax candles
Golden Pillar Candle,2500.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/golden-pillar-candle-4,"Set of 2 Natural Beeswax Pillar Candles
The Pillar Candle Set, combinesÂ contemporary and cosy with a slow burning bright golden flame. Adding beauty and tranquillity to your space.
Pure beeswax has aÂ subtle aromatic scent and when burned as a candle it releases aÂ light and soft, cosy, honey like scent. Non-drip and a bright golden flame.
Â 
- Burn Time: Tall candle 20+ hours, Smaller candle 15+ hours
- Scent Throw: Subtle, Small Room
- Size: H: 100mm Ã:48mm & H: 75mmÂ Ã:48mm | 250g approx.
- Pure cotton wicks
- View ourÂ completeÂ luxury beeswax candle collection


Candle Care & Advice
Only burn candle for 2-3 hours each lighting, to avoid dripping and ensure an even burn. Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 1cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has manyÂ benefits.Â It gives aÂ pure clean burn and the candle flames light spectrumÂ is similar to the Sun's rays! ItÂ also is the only candle wax with the ability toÂ purify the airÂ of dust and other pollutants by releasing negative ions! Negative ionsÂ have also been proven toÂ improve mood! The Egyptians believedÂ beeswax to be magical and it's widely used in Religious and Spiritual ceremony!",//beeluxxcandles.com/cdn/shop/files/IMG_1626_720x.jpg?v=1686063434,candles,beeswax candles
Halloween Candy | 6oz Obere | Autumn Scents Collection,2700.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/halloween-candy-6oz-bijou-autumn-scents-collection,"EnjoyÂ the blissful aroma of natural beeswax candles, expertly scented with premium oils for a tranquil, therapeutic escape.


Â 
- Free Delivery
-Â Refillable: ObereÂ Vessel
- Burn Time: 30+ hours

- Scent Throw: Bedroom/Medium Room
- Size : 165ml | H: 83.5mm Ã:70mmÂ Â | Wax amount: 6oz
- Pure locally sourced beeswax and cotton wicks
- View ourÂ completeÂ luxury beeswax candle collection





Candle Care & Advice
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has so many benefits. Beeswax has so many benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood!





Refills
WeÂ also offer refills, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/files/amber1_91810579-1273-4665-b090-eee5eea9b8f6_720x.jpg?v=1693686638,candles,beeswax candles
Halloween Candy| 13oz Vogue | Autumn Scents Collection,4000.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/halloween-candy-13oz-vogue-autumn-scents-collection,"The White Gloss Vogue Candle
Simple, elegant and opulent.
This 13oz beeswax candle will fill your home with 45+ hours of luxurious fragrance while showcasing sleek, beautiful style. The perfect candle for enhancing your relaxation time!



- Burn Time: 50+ hours
- Scent Throw: Medium-Large Room
- Size : H: 10.5mm Ã:9.5mmÂ Â | Wax: 13oz/450mls
- Pure cotton wicks
- View ourÂ completeÂ luxury beeswax candle collection





Candle Care & Advice
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has so many benefits. Beeswax has so many benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood!




Refills
WeÂ also offer refills, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/files/IMG-1825_2e078e3b-b5f9-4488-bc2f-5f28aa8eae03_720x.jpg?v=1693688444,candles,beeswax candles
Honey Drop Wax Melts | Essential Oil & Luxury Scents,1500.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/honey-drop-wax-melts,"Individually hand-poured, pure beeswax honey drop shaped wax melts, and lightly dusted with gold shimmering glitter. Hand-blended with luxury fragrance oils or your choice of essential oil. Each tin is also designed by hand.



ð± The rose gold tins not only seal in the scent and great for refills, they are affiliated with One Tree Planted and a tree is planted with every purchase!
Melting 1-2 at a time is recommended. Each wax melt provides fragrance for at least 6 hours


- Scent Throw:Â Strong/LargeÂ Room
- 15 Honey Drop wax melts
- Weight approx.:Â 70g
- Free from parabens, paraffin, CLP compliant and safety tested


Wax MeltÂ Care & AdviceÂ 
Always use within sight, and never leave unattended. Always ensure that you do not overfill your melting burner bowl. Keep melted wax away from pets and children. Do not eat. Never pour melted wax down plug holes. The wax melt burnerÂ will remain hot after the tea light has been extinguished / burner switched off, so handle with care.


Benefits Of Beeswax

Beeswax has so many great benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood! The Egyptians believed beeswax to be magical and beeswax candles widely used in Religious and Spiritual ceremony!

RefillsWe offer refills!!!!,
saving you up to 50% in cost and making it a completely zero-waste product!",//beeluxxcandles.com/cdn/shop/products/IMG-1208_720x.jpg?v=1677000123,candles,beeswax candles
"Illuminated - Lemongrass & Citronella, 100% Pure Essential Oils | 6oz Obere | Summer Collection",3300.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/illuminated-lemongrass-citronella-6oz-summer-collection,"100% Natural Pure Essential Oil Scent


Â 

- Free Delivery
-Â Refillable: Obere Vessel
- Burn Time: 30+ hours

- Scent Throw: Bedroom/Medium Room
- Size : 165ml | H: 83.5mm Ã:70mmÂ Â | Wax amount: 6oz
- Pure locally sourced beeswax and cotton wicks
- View ourÂ completeÂ luxury beeswax candle collection





Candle Care & Advice
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has so many benefits. Beeswax has so many benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood!





Refills
WeÂ also offer refills, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/files/amber1_d0d8ac1a-8d6a-44ef-a508-31768a40768c_720x.jpg?v=1690315633,candles,beeswax candles
J'adore - Peony & Oud | 6oz | Love Collection,2700.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/jadore-peony-oud-6oz-valentines-collection,"The scent of love!
Our 2024 Jâadore Valentines Day candle had a make over! This beautiful beeswax candle is now encased in a gorgeous pink vessel andÂ a hand designed pinkÂ rose bouquetÂ design on the surface.
âGifting this candle is like gifting a bouquet of roses!â
Each candle has been lovingly handmade lots of care and undivided attention! ð©·
Scent Description
A stunning rich warm Fragrance withÂ Peony Rose, Smoky Oud wood with a hint of Praline.Â 
Top Notes: Peony rose - Peony
Mid Notes: Clove - Amber - Nutty - Milk
Base Notes: Vanilla - Praline - Agarwood
Â 
- Free Delivery
-Â Refillable: Obere Vessel
- Burn Time: 30+ hours
- Scent Throw: Bedroom/Medium Room
- Size : 165ml | H: 83.5mm Ã:70mmÂ Â | Wax amount: 6oz
- Pure locally sourced beeswax and cotton wicks
- View ourÂ completeÂ luxury beeswax candle collection





Candle Care & Advice
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has so many benefits. Beeswax has so many benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood! The Egyptians believed beeswax to be magical and beeswax candles widely used in Religious and Spiritual ceremony!Â 



Refills
WeÂ also offer refills, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/files/IMG-0410_720x.heic?v=1707034105,candles,beeswax candles
Joyeux Noel - Pure EO | 6oz Obere | Winter Essentials Collection,3300.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/joyeux-noel-pure-eo-6oz-obere-winter-essential-collection,"Treat your homeÂ to a 100% natural candle made with pure beeswax blended with the welcoming, classic and festive scentÂ ofÂ Christmas!
Experience the all natural aroma of Joyeux Noel, an extraordinary fusion of sweet orange, lemon clove, and other classic Yuletide spices, enveloping you in a comforting, festive embrace!
This beautifulÂ amber vessel,Â the golden glow of the beeswax flame, make aÂ cosy hygge dÃ©cor statement piece!Â 

Â 
Paraben Free | phthalate Free | 100% Natural
Individually hand-poured pure beeswax candles, with natural essential oils.




A heart warming luxury gift to give to someone special, who appreciates natural luxury and eco-friendly products!Â 

- Free Delivery
-Â Refillable: 6oz ""Obere"" Vessel
- Burn Time: 30+ hours

- Scent Throw: Bedroom/Medium Room
- Size : 150ml | H: 83.5mm Ã:70mmÂ Â | Wax amount: 6oz
- Pure locally sourced beeswax and cotton wicks
- View ourÂ completeÂ luxury beeswax candle collection



Candle Care & Advice
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has so many benefits. Beeswax has so many benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood!


Refills
WeÂ also offer refills, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/files/FullSizeRender_f55673c4-be9a-490d-9205-afa06504dbed_720x.heic?v=1702928991,candles,beeswax candles
Joyeux Noel | Classic 9oz | Winter Essentials Collection,4500.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/christmas-candle-joyeux-noel-9oz-large-luxe-classic-vessel,"Fill your home with a 100% natural welcoming, classic and festive scent this Christmas!Â 
Joyeux Noel is aÂ complex layered pure essential oil scent, of sweet orange, lemon clove and other classic Christmas spices, that feels like aÂ bigÂ warm hug!
Also a heart warming luxury gift to give to someone special, who appreciates natural luxury and eco-friendly products!
This beautiful electroplated gold vessel, with internal silver lining and golden glow of the beeswax flame, make a gorgeous hygge home dÃ©cor statement piece!Â 
Â 
Â Paraben Free |Â phthalate Free | 100% Natural
Individually hand-poured pure beeswax candles, with natural essential oils.

A heart warming luxury gift to give to someone special, who appreciates natural luxury and eco-friendly products!Â 

- Burn Time:Â 40+ hours

- Scent Throw: Medium - Bedroom/Medium Size Room
- H: 100mm Ã: 80mmÂ Â | Wax amount approx.: 9oz
- Pure cotton wicks
-Â 100% natural candle
- Clean burn and non-toxic. Free from parabens,Â phthalates, CLP compliant and safety tested
- View ourÂ completeÂ luxury beeswax candle collection



Candle Care & Advice
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has so many benefits. Beeswax has so many benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood! The Egyptians believed beeswax to be magical and beeswax candles widely used in Catholic Religious and Spiritual ceremony!Â 






Refills


We offer refills!!!!, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/files/9ozgoldchristmas3_5ed4505b-770b-4a2c-b198-deab8b4b666e_720x.jpg?v=1699209687,candles,beeswax candles
Light-hearted - Pomegranate Noir | 13oz Boutique Candle | Spring Scents Collection,4000.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/light-hearted-pomegranate-noir-boutique-candle-spring-scents-collection,"The Boutique Candle
Sophisticated, elegant and opulent.
Holding 13oz of pure scented beeswax and burning 45-55 hours of exquisite home fragrance, whilst adding a pop of beauty and chic style to any home dÃ©cor design. Making this the perfect candleÂ for your Queen-time!Â 
Â 

Light-Hearted (Pomegranate Noir) has top notes of juicy red pomegranate, giving a lusciously refreshing quality. The heart notes are a light floral blend that conjures the heady, spicy character of Casablanca Lily. With base notes of temptingly smoky wood,Â weaving through the fragrance, creating an aura of sensuality.


- Burn Time: 45-55 hours
- Scent Throw: Medium-Large Room
- Size : H: 10.5mm Ã:9.5mmÂ Â | Wax: 13oz
- Pure cotton wicks
- Includes white velvet dust bag
- View ourÂ completeÂ luxury beeswax candle collection



Candle Care & Advice
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has so many benefits. Beeswax has so many benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood! The Egyptians believed beeswax to be magical and beeswax candles widely used in Religious and Spiritual ceremony!Â 

Refills
WeÂ also offer refills, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/products/IMG-1249_30e36aeb-f047-42c3-978c-44f2ec7e0f85_720x.jpg?v=1679085042,candles,beeswax candles
Love Candle | Ojo 11oz | J'adore - Peony Rose & Oud,5500.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/love-candle-ojo-11oz-2-luxury-scent,"The Love Candle
Sophisticated, Elegant & Beautiful - Perfect ForÂ Motherâs Day, Valentineâs Day, Birthdayâs and any other day celebrating the ones you love ðÂ 

Scent Description
A stunning rich warm Fragrance withÂ Peony Rose, Smoky Oud wood with a hint of Praline.Â Â 

Top Notes: Peony rose - Peony

Mid Notes: Clove - Amber - Nutty - Milk
Base Notes: Vanilla - Praline - Agarwood

Â Holding 11oz+ of 100% pure scented beeswax and hours of exquisite home fragrance, whilst adding a beauty and chic style to any home dÃ©cor. Making this the perfect candle for some high quality Me/Queen-time!
TheÂ Love candle is hand decorated with handmade beeswax flowers. And each jar is hand decorated with a queen in mind - a pink satin bow, gold tassel, a hear shaped gift tag for your personal message and a small golden crown.
We only use 100%Â pure locally sourced beeswax and 100% cotton wicks.Â 
- Burn Time: 50+ hours
- Scent Throw: Medium-Large Room
- Size : H: 93mm (146mm with lid) Ã:9.5mmÂ Â | Wax: 11oz
- Pure cotton wicks
- View ourÂ completeÂ luxury beeswax candle collection



Candle Care & Advice
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has so many benefits. Beeswax has so many benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood! The Egyptians believed beeswax to be magical and beeswax candles widely used in Religious and Spiritual ceremony!Â 


Refills
WeÂ also offer refills, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/files/mothersday2024tiktokshop_720x.png?v=1708259348,candles,beeswax candles
Lovers Red Pillar Candle Set,2500.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/valentines-pillar-candle-set,"Set of 2 Red Aesthetic Pillar Candles
Add some romance to your space with our Lovers Red Pillar Candle Set, combinesÂ a little drama and a lot of cosy with a slow burning bright golden flame with a red hue. Adding beauty andÂ sensuality to your space.
Pure beeswax has aÂ subtle aromatic scent and when burned as a candle it releases aÂ light and soft, cosy, honey like scent. Non-drip and a bright golden flame.
Â 
- Burn Time: Tall candle 20+ hours, Smaller candle 15+ hours
- Scent Throw: Subtle, Small Room
- Size: H: 100mm Ã:48mm & H: 75mmÂ Ã:48mm
- Pure cotton wicks
- View ourÂ completeÂ luxury beeswax candle collection


Candle Care & Advice
Only burn candle for 2-3 hours each lighting, to avoid dripping and ensure anÂ optimal burn. Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 1cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has manyÂ benefits.Â It gives aÂ pure clean burn and the candle flames light spectrumÂ is similar to the Sun's rays! ItÂ also is the only candle wax with the ability toÂ purify the airÂ of dust and other pollutants by releasing negative ions! Negative ionsÂ have also been proven toÂ improve mood! The Egyptians believedÂ beeswax to be magical and it's widely used in Religious and Spiritual ceremony!",//beeluxxcandles.com/cdn/shop/products/IMG-1177_720x.jpg?v=1676040128,candles,beeswax candles
Luxury Gold & Black Ceramic Wax Melter with Wax Melts Gift Set,3500.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/luxury-gold-black-ceramic-wax-melter-with-wax-melts-gift-set,"Our Luxury Gold & Ceramic Wax Melter is where minimalism meets elegance.Â It's simple design includes aÂ removable ceramic bowl making it easy to use over and over again.
If you're new to wax melts this set is perfect as each purchase includes everything you need to start your wax melt journey! Each melter also comes with a rose gold tin of our 'Honey Drop' wax melts, in a scent of your choice and 3 beeswax tealights, with glass tealight!
Included in Set:
Luxury Gold & Ceramic Wax Melter
Tin of Honey Drop Wax Melts
1 Glass Refillable Tealight Holder andÂ 3 Beeswax Tealights



ð±Â A tree is planted with each purchase in association with theÂ 'One Tree Planted' Charity.
Melting 3-5Â at a time is recommended. Each wax melt provides fragrance for at least 8-12 hours

Free from parabens, paraffin, CLP compliant and safety tested



Wax MeltÂ Care & AdviceÂ 
Always use within sight, and never leave unattended. Always ensure that you do not overfill your melting burner bowl. Keep melted wax away from pets and children. Do not eat. Never pour melted wax down plug holes. The wax melt burnerÂ will remain hot after the tea light has been extinguished / burner switched off, so handle with care.


Benefits Of Beeswax

Beeswax has so many great benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood!

We Offer Refills!!!!,
Saving you up to 50% in cost and making it a zero-waste product!",//beeluxxcandles.com/cdn/shop/files/FullSizeRender_cc1601b9-14a0-436b-bfc9-9dc184168924_720x.heic?v=1705333466,candles,beeswax candles
Luxury Heart Ceramic Wax Melter with Wax Melts Gift Set,3500.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/luxury-heart-ceramic-wax-melter-with-wax-melts-gift-set-1,"Our Luxury Heart Ceramic Wax Melter is where minimalism meets elegance.Â Its simple design includes aÂ removable ceramic bowl making it easy to use over and over again.
If you're new to wax melts this set is perfect as each purchase includes everything you need to start your wax melt journey! Each melter also comes with a rose gold tin of our 'Honey Drop' wax melts, in a scent of your choice and 3 beeswax tealights, with glass tealight!
Included in Set:
Luxury Heart Ceramic Wax Melter
Tin of Honey Drop Wax Melts
1 Refillable Tealight Holder andÂ 3 Beeswax Tealights
Â 


ð±Â A tree is planted with each purchase in association with theÂ 'One Tree Planted' Charity.
Melting 3-5Â at a time is recommended. Each wax melt provides fragrance for at least 8-12 hours

Free from parabens, paraffin, CLP compliant and safety tested


Wax MeltÂ Care & AdviceÂ 
Always use within sight, and never leave unattended. Always ensure that you do not overfill your melting burner bowl. Keep melted wax away from pets and children. Do not eat. Never pour melted wax down plug holes. The wax melt burnerÂ will remain hot after the tea light has been extinguished / burner switched off, so handle with care.
Â 
Benefits Of Beeswax
Beeswax has so many great benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood!

We Offer Refills!!!!,
Saving you up to 50% in cost and making it a zero-waste product!",//beeluxxcandles.com/cdn/shop/files/FD5574AF-F977-433D-979A-0A063C029901_720x.jpg?v=1707570039,candles,beeswax candles
Luxury Rose Gold Beeswax Tin Candle | 3.2oz | 15hr+,1099.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/luxury-rose-gold-beeswax-tin-candle-3-2oz-15hr,"Luxury Rose Gold Tin Travel CandleÂ 

- Pure Cotton Wick(s)
- Hand-poured pure locally sourced and filtered, ethical made beeswax
- View ourÂ completeÂ luxury beeswax candle collection


AÂ tree is planted each time aÂ tin made! 
Â 
A pure beeswax rose gold tin travel candle, that will elegantly complement your environment wherever you are!
Â 
Size : 100ml | H:45mm Ã:64mm | Wax: 3.2oz.Â 
Â 
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 1cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.

Benefits Of Beeswax
Beeswax has manyÂ benefits.Â It gives aÂ pure clean burn and the candle flames light spectrumÂ is similar to the Sun's rays! ItÂ also is the only candle wax with the ability toÂ purify the airÂ of dust and other pollutants by releasing negative ions! Negative ionsÂ have also been proven toÂ improve mood! And the Egyptians believed it was magical!",//beeluxxcandles.com/cdn/shop/products/TIN4_720x.jpg?v=1660035893,candles,beeswax candles
Luxury Sensual (100% Natural Essential Oil Scent) Candle | Ojo 11oz | Valentine's Collection,6000.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/luxury-sensual-100-natural-essential-oil-scent-candle-ojo-11oz-valentines-collection,"A scent of sensuality!
EnjoyÂ the blissful aroma of natural beeswax candles, expertly scented with premium oils for a tranquil, therapeutic escape.


The pure essential oil scent 'Sensual' is a luxurious blend of succulent orange, relaxing ylang-ylang and soothing grounding patchouli, along with other complimentary spices and woody accents. Perfect for a cosy relaxing night in.....






Â 

- Free Delivery
-Â Refillable:Â Ojo Vessel
- Burn Time: 45+ hours

- Scent Throw: Bedroom/Medium Room
- Size : 340ml | H: 93mm/146mm with lid, Ã:94mmÂ Â | Wax amount: 11ozÂ 
- Pure locally sourced beeswax and cotton wicks
- View ourÂ completeÂ luxury beeswax candle collection




Candle Care & Advice
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has so many benefits. Beeswax has so many benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood! The Egyptians believed beeswax to be magical and beeswax candles widely used in Religious and Spiritual ceremony!Â 





Refills
WeÂ also offer refills, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/files/IMG_0306_cfca8b17-e610-48b5-bfce-865fab5b9200_720x.jpg?v=1706291963,candles,beeswax candles
